tractkids,pop2010,percent_of_kids,povertyrate,,,,,POP2010,"Population, tract total"
NULL,1362,NULL,21.7,,,,,,
NULL,3513,NULL,23.4,,,,,,
NULL,2891,NULL,32.7,,,,,,
NULL,4246,NULL,33.2,,,,,,
NULL,4803,NULL,36.3,,,,,,
NULL,4411,NULL,24.1,,,,,,
NULL,8230,NULL,18.5,,,,,,
NULL,2971,NULL,20.2,,,,,,
NULL,4764,NULL,6.2,,,,,,
NULL,6459,NULL,9.7,,,,,,
NULL,8132,NULL,14.1,,,,,,
NULL,4709,NULL,9.6,,,,,,
NULL,2098,NULL,5.8,,,,,,
NULL,8825,NULL,30.4,,,,,,
NULL,4909,NULL,4.4,,,,,,
NULL,5998,NULL,2.5,,,,,,
NULL,3582,NULL,5.4,,,,,,
NULL,4708,NULL,2.2,,,,,,
NULL,12810,NULL,14.1,,,,,,
NULL,3631,NULL,2.2,,,,,,
NULL,4455,NULL,14.3,,,,,,
NULL,4271,NULL,5.4,,,,,,
NULL,5500,NULL,24.3,,,,,,
NULL,6008,NULL,35.2,,,,,,
NULL,5600,NULL,18,,,,,,
NULL,4523,NULL,16.8,,,,,,
NULL,4526,NULL,13,,,,,,
NULL,5754,NULL,22.8,,,,,,
NULL,3911,NULL,25.9,,,,,,
NULL,6205,NULL,27.3,,,,,,
NULL,6110,NULL,18.9,,,,,,
NULL,3932,NULL,12.9,,,,,,
NULL,3309,NULL,24.6,,,,,,
NULL,4392,NULL,13.9,,,,,,
NULL,1697,NULL,10.8,,,,,,
NULL,4420,NULL,8.5,,,,,,
NULL,2425,NULL,9.5,,,,,,
NULL,5979,NULL,13.4,,,,,,
NULL,1617,NULL,21.7,,,,,,
NULL,2718,NULL,31.5,,,,,,
NULL,2708,NULL,9.6,,,,,,
NULL,3819,NULL,23.1,,,,,,
NULL,5018,NULL,36,,,,,,
NULL,4471,NULL,7.8,,,,,,
NULL,2470,NULL,26.7,,,,,,
NULL,4975,NULL,19.2,,,,,,
NULL,2692,NULL,10.5,,,,,,
NULL,1857,NULL,30,,,,,,
NULL,1332,NULL,90.9,,,,,,
NULL,2602,NULL,22.1,,,,,,
NULL,2204,NULL,18.8,,,,,,
NULL,2153,NULL,28.5,,,,,,
NULL,3031,NULL,33.1,,,,,,
NULL,5802,NULL,23.6,,,,,,
NULL,777,NULL,87.8,,,,,,
NULL,4350,NULL,12.9,,,,,,
NULL,2202,NULL,31.7,,,,,,
NULL,4758,NULL,41.3,,,,,,
NULL,2834,NULL,35,,,,,,
NULL,2126,NULL,33.5,,,,,,
NULL,1375,NULL,37.4,,,,,,
NULL,2025,NULL,30.1,,,,,,
NULL,1710,NULL,8.1,,,,,,
NULL,4196,NULL,17.2,,,,,,
NULL,2176,NULL,14.1,,,,,,
NULL,1445,NULL,28.7,,,,,,
NULL,2940,NULL,35.9,,,,,,
NULL,1526,NULL,38.7,,,,,,
NULL,1650,NULL,44.5,,,,,,
NULL,3476,NULL,23.1,,,,,,
NULL,1928,NULL,22.9,,,,,,
NULL,2782,NULL,23.2,,,,,,
NULL,3880,NULL,38.5,,,,,,
NULL,5434,NULL,14.7,,,,,,
NULL,5268,NULL,23,,,,,,
NULL,3586,NULL,14.4,,,,,,
NULL,4430,NULL,13.6,,,,,,
NULL,2989,NULL,14.4,,,,,,
NULL,2914,NULL,31.7,,,,,,
NULL,5901,NULL,12.5,,,,,,
NULL,3905,NULL,4.3,,,,,,
NULL,2611,NULL,5.5,,,,,,
NULL,1689,NULL,20.1,,,,,,
NULL,3318,NULL,4.6,,,,,,
NULL,3210,NULL,12.4,,,,,,
NULL,2525,NULL,9.3,,,,,,
NULL,3004,NULL,13.3,,,,,,
NULL,2935,NULL,7,,,,,,
NULL,1244,NULL,20.7,,,,,,
NULL,2721,NULL,12.2,,,,,,
NULL,1885,NULL,20.4,,,,,,
NULL,2210,NULL,9,,,,,,
NULL,3204,NULL,4.8,,,,,,
NULL,1283,NULL,4.8,,,,,,
NULL,2374,NULL,39.8,,,,,,
NULL,5323,NULL,19.9,,,,,,
NULL,1930,NULL,15.6,,,,,,
NULL,1925,NULL,11.1,,,,,,
NULL,3443,NULL,12.4,,,,,,
NULL,3970,NULL,6,,,,,,
NULL,3139,NULL,6.9,,,,,,
NULL,4595,NULL,12.7,,,,,,
NULL,2239,NULL,9.7,,,,,,
NULL,1620,NULL,14.8,,,,,,
NULL,4254,NULL,13.8,,,,,,
NULL,7468,NULL,4.8,,,,,,
NULL,1915,NULL,10.2,,,,,,
NULL,2468,NULL,35.9,,,,,,
NULL,3207,NULL,49.8,,,,,,
NULL,1869,NULL,0,,,,,,
NULL,3166,NULL,19.9,,,,,,
NULL,3362,NULL,19.9,,,,,,
NULL,3128,NULL,35.5,,,,,,
NULL,3313,NULL,24.7,,,,,,
NULL,1634,NULL,25.1,,,,,,
NULL,3401,NULL,44.1,,,,,,
NULL,2806,NULL,16.2,,,,,,
NULL,4718,NULL,30.5,,,,,,
NULL,4433,NULL,18.2,,,,,,
NULL,6459,NULL,13.4,,,,,,
NULL,4431,NULL,12.4,,,,,,
NULL,4503,NULL,17.5,,,,,,
NULL,3802,NULL,21.3,,,,,,
NULL,2785,NULL,4.9,,,,,,
NULL,6458,NULL,21,,,,,,
NULL,2613,NULL,15.5,,,,,,
NULL,3781,NULL,4.5,,,,,,
NULL,5306,NULL,8.3,,,,,,
NULL,1933,NULL,2.2,,,,,,
NULL,2046,NULL,7.1,,,,,,
NULL,3267,NULL,10.8,,,,,,
NULL,3005,NULL,2.9,,,,,,
NULL,2433,NULL,4,,,,,,
NULL,2309,NULL,6,,,,,,
NULL,2791,NULL,7.6,,,,,,
NULL,2152,NULL,4,,,,,,
NULL,3736,NULL,3.6,,,,,,
NULL,1999,NULL,3.5,,,,,,
NULL,2294,NULL,15.9,,,,,,
NULL,6547,NULL,7.1,,,,,,
NULL,4653,NULL,11.2,,,,,,
NULL,3271,NULL,28.2,,,,,,
NULL,7743,NULL,10.8,,,,,,
NULL,4322,NULL,10.7,,,,,,
NULL,1502,NULL,7.7,,,,,,
NULL,2775,NULL,8.2,,,,,,
NULL,3000,NULL,2.5,,,,,,
NULL,3729,NULL,8,,,,,,
NULL,561,NULL,0.8,,,,,,
NULL,339,NULL,8.1,,,,,,
NULL,5110,NULL,4.9,,,,,,
NULL,4621,NULL,4,,,,,,
NULL,1332,NULL,2.9,,,,,,
NULL,1964,NULL,15,,,,,,
NULL,334,NULL,0.7,,,,,,
NULL,892,NULL,2.3,,,,,,
NULL,2760,NULL,1.2,,,,,,
NULL,1455,NULL,2.7,,,,,,
NULL,1148,NULL,1.1,,,,,,
NULL,3023,NULL,4.2,,,,,,
NULL,600,NULL,3.2,,,,,,
NULL,893,NULL,0.6,,,,,,
NULL,3413,NULL,3.8,,,,,,
NULL,4990,NULL,3.5,,,,,,
NULL,622,NULL,9.9,,,,,,
NULL,7319,NULL,6.4,,,,,,
NULL,9989,NULL,2.7,,,,,,
NULL,8009,NULL,5.3,,,,,,
NULL,893,NULL,1.7,,,,,,
NULL,2013,NULL,5.2,,,,,,
NULL,4605,NULL,8.6,,,,,,
NULL,3582,NULL,3.5,,,,,,
NULL,1918,NULL,6.5,,,,,,
NULL,4588,NULL,2.8,,,,,,
NULL,904,NULL,3.4,,,,,,
NULL,783,NULL,2.6,,,,,,
NULL,4476,NULL,9.1,,,,,,
NULL,4330,NULL,4.4,,,,,,
NULL,3421,NULL,7.9,,,,,,
NULL,5359,NULL,7,,,,,,
NULL,4010,NULL,4.5,,,,,,
NULL,5290,NULL,5.6,,,,,,
NULL,5494,NULL,8.8,,,,,,
NULL,1845,NULL,8.7,,,,,,
NULL,3579,NULL,8.5,,,,,,
NULL,3388,NULL,4,,,,,,
NULL,4870,NULL,4.5,,,,,,
NULL,5263,NULL,4.4,,,,,,
NULL,4894,NULL,5.9,,,,,,
NULL,1733,NULL,6.1,,,,,,
NULL,3219,NULL,8.4,,,,,,
NULL,3523,NULL,14.7,,,,,,
NULL,3687,NULL,3.7,,,,,,
NULL,7263,NULL,1.5,,,,,,
NULL,3586,NULL,3.2,,,,,,
NULL,4896,NULL,1.9,,,,,,
NULL,4952,NULL,0.4,,,,,,
NULL,4352,NULL,3.6,,,,,,
NULL,2939,NULL,0.6,,,,,,
NULL,4906,NULL,5.8,,,,,,
NULL,3499,NULL,4.3,,,,,,
NULL,5976,NULL,8.3,,,,,,
NULL,4177,NULL,1.3,,,,,,
NULL,4422,NULL,3.7,,,,,,
NULL,6690,NULL,18.7,,,,,,
NULL,6303,NULL,21.3,,,,,,
NULL,7151,NULL,12.6,,,,,,
NULL,7354,NULL,12.1,,,,,,
NULL,4334,NULL,10,,,,,,
NULL,5408,NULL,8.2,,,,,,
NULL,5713,NULL,5.8,,,,,,
NULL,2959,NULL,4.5,,,,,,
NULL,7213,NULL,14.4,,,,,,
NULL,3186,NULL,17.3,,,,,,
NULL,5763,NULL,23,,,,,,
NULL,2391,NULL,3.6,,,,,,
NULL,3502,NULL,2.3,,,,,,
NULL,3442,NULL,4.5,,,,,,
NULL,4156,NULL,1.1,,,,,,
NULL,3958,NULL,4.6,,,,,,
NULL,5674,NULL,3,,,,,,
NULL,7406,NULL,3.1,,,,,,
NULL,3316,NULL,3.1,,,,,,
NULL,3937,NULL,1.2,,,,,,
NULL,5079,NULL,4.1,,,,,,
NULL,3719,NULL,7.4,,,,,,
NULL,3911,NULL,2.3,,,,,,
NULL,4578,NULL,2.6,,,,,,
NULL,4606,NULL,9.9,,,,,,
NULL,1651,NULL,4.1,,,,,,
NULL,3090,NULL,10.1,,,,,,
NULL,4341,NULL,6.2,,,,,,
NULL,3074,NULL,6.2,,,,,,
NULL,3196,NULL,5.7,,,,,,
NULL,4471,NULL,11.4,,,,,,
NULL,2604,NULL,4.6,,,,,,
NULL,3080,NULL,7,,,,,,
NULL,2039,NULL,20.5,,,,,,
NULL,7650,NULL,6.7,,,,,,
NULL,5456,NULL,10,,,,,,
NULL,5974,NULL,19.6,,,,,,
NULL,3509,NULL,21.6,,,,,,
NULL,3994,NULL,11.7,,,,,,
NULL,3898,NULL,5.9,,,,,,
NULL,3572,NULL,16.6,,,,,,
NULL,3641,NULL,16.5,,,,,,
NULL,3549,NULL,4.3,,,,,,
NULL,4170,NULL,1.8,,,,,,
NULL,6034,NULL,5,,,,,,
NULL,2367,NULL,2.4,,,,,,
NULL,2461,NULL,2.3,,,,,,
NULL,3030,NULL,0.9,,,,,,
NULL,3828,NULL,3.7,,,,,,
NULL,4008,NULL,3,,,,,,
NULL,8122,NULL,4.2,,,,,,
NULL,2341,NULL,4.3,,,,,,
NULL,4744,NULL,8.6,,,,,,
NULL,3348,NULL,4.4,,,,,,
NULL,5807,NULL,2.4,,,,,,
NULL,4372,NULL,3.1,,,,,,
NULL,4152,NULL,5.4,,,,,,
NULL,4164,NULL,2.7,,,,,,
NULL,4088,NULL,0.8,,,,,,
NULL,4443,NULL,1.2,,,,,,
NULL,2841,NULL,1.9,,,,,,
NULL,2336,NULL,6.4,,,,,,
NULL,7675,NULL,1.9,,,,,,
NULL,2139,NULL,2,,,,,,
NULL,2447,NULL,1.9,,,,,,
NULL,3816,NULL,10,,,,,,
NULL,3771,NULL,3.6,,,,,,
NULL,2186,NULL,15.4,,,,,,
NULL,2954,NULL,9.1,,,,,,
NULL,2736,NULL,4.3,,,,,,
NULL,4692,NULL,7.7,,,,,,
NULL,4964,NULL,8.3,,,,,,
NULL,5021,NULL,13.5,,,,,,
NULL,4052,NULL,21.5,,,,,,
NULL,1297,NULL,72.2,,,,,,
NULL,1693,NULL,16.3,,,,,,
NULL,2801,NULL,39.4,,,,,,
NULL,2445,NULL,30.2,,,,,,
NULL,2584,NULL,34.8,,,,,,
NULL,3563,NULL,22.9,,,,,,
NULL,4576,NULL,23.1,,,,,,
NULL,5205,NULL,37.6,,,,,,
NULL,3030,NULL,24,,,,,,
NULL,3861,NULL,34,,,,,,
NULL,2448,NULL,55.9,,,,,,
NULL,4831,NULL,24.8,,,,,,
NULL,3565,NULL,15.4,,,,,,
NULL,6094,NULL,14.1,,,,,,
NULL,3828,NULL,15,,,,,,
NULL,5396,NULL,12.9,,,,,,
NULL,2836,NULL,10.6,,,,,,
NULL,5726,NULL,12.9,,,,,,
NULL,7583,NULL,7.6,,,,,,
NULL,3726,NULL,9.1,,,,,,
NULL,5469,NULL,21.4,,,,,,
NULL,4594,NULL,7.5,,,,,,
NULL,1899,NULL,11.4,,,,,,
NULL,5853,NULL,18.1,,,,,,
NULL,2460,NULL,16.8,,,,,,
NULL,3351,NULL,21.1,,,,,,
NULL,4113,NULL,8.6,,,,,,
NULL,3456,NULL,25.1,,,,,,
NULL,2304,NULL,31,,,,,,
NULL,4824,NULL,19.5,,,,,,
NULL,2274,NULL,44.3,,,,,,
NULL,3395,NULL,27.2,,,,,,
NULL,1919,NULL,31.5,,,,,,
NULL,4267,NULL,25.2,,,,,,
NULL,4168,NULL,24.7,,,,,,
NULL,4843,NULL,19.1,,,,,,
NULL,4298,NULL,11.8,,,,,,
NULL,5956,NULL,14.9,,,,,,
NULL,3189,NULL,7.1,,,,,,
NULL,2580,NULL,7.9,,,,,,
NULL,1955,NULL,12.6,,,,,,
NULL,4800,NULL,4.1,,,,,,
NULL,4726,NULL,3,,,,,,
NULL,4376,NULL,9.1,,,,,,
NULL,4699,NULL,4.6,,,,,,
NULL,5231,NULL,4.6,,,,,,
NULL,4731,NULL,5.4,,,,,,
NULL,3315,NULL,0.9,,,,,,
NULL,7831,NULL,1.6,,,,,,
NULL,4561,NULL,2.5,,,,,,
NULL,6552,NULL,2.1,,,,,,
NULL,4718,NULL,0.6,,,,,,
NULL,3494,NULL,3,,,,,,
NULL,5547,NULL,2.3,,,,,,
NULL,5574,NULL,2.4,,,,,,
NULL,6979,NULL,4.4,,,,,,
NULL,6926,NULL,3.4,,,,,,
NULL,4076,NULL,3.1,,,,,,
NULL,3414,NULL,3.3,,,,,,
NULL,2321,NULL,19.1,,,,,,
NULL,4782,NULL,4.6,,,,,,
NULL,4756,NULL,6.2,,,,,,
NULL,6174,NULL,3.3,,,,,,
NULL,2602,NULL,1.3,,,,,,
NULL,4911,NULL,1.1,,,,,,
NULL,5928,NULL,3.4,,,,,,
NULL,8085,NULL,3.7,,,,,,
NULL,3606,NULL,4.5,,,,,,
NULL,4908,NULL,4.7,,,,,,
NULL,4852,NULL,2,,,,,,
NULL,5218,NULL,1.3,,,,,,
NULL,4000,NULL,3.4,,,,,,
NULL,7054,NULL,2.2,,,,,,
NULL,5398,NULL,5.8,,,,,,
NULL,5986,NULL,27.7,,,,,,
NULL,6578,NULL,17.1,,,,,,
NULL,5305,NULL,16.9,,,,,,
NULL,8419,NULL,5.6,,,,,,
NULL,7033,NULL,8.1,,,,,,
NULL,6173,NULL,15.7,,,,,,
NULL,5470,NULL,17,,,,,,
NULL,4478,NULL,17.2,,,,,,
NULL,5623,NULL,7.1,,,,,,
NULL,5713,NULL,1.7,,,,,,
NULL,4034,NULL,4.4,,,,,,
NULL,1375,NULL,0,,,,,,
NULL,6046,NULL,12,,,,,,
NULL,3635,NULL,7.8,,,,,,
NULL,5025,NULL,8.2,,,,,,
NULL,5193,NULL,5,,,,,,
NULL,4893,NULL,1.9,,,,,,
NULL,3795,NULL,5.3,,,,,,
NULL,7061,NULL,1.8,,,,,,
NULL,1941,NULL,3.2,,,,,,
NULL,3441,NULL,2.6,,,,,,
NULL,5651,NULL,3.5,,,,,,
NULL,4329,NULL,2.9,,,,,,
NULL,5137,NULL,5.2,,,,,,
NULL,4599,NULL,4,,,,,,
NULL,4559,NULL,4.5,,,,,,
NULL,2870,NULL,1.1,,,,,,
NULL,4397,NULL,3.4,,,,,,
NULL,4974,NULL,1.2,,,,,,
NULL,3311,NULL,0.6,,,,,,
NULL,3099,NULL,0.8,,,,,,
NULL,5987,NULL,2.8,,,,,,
NULL,3581,NULL,0.8,,,,,,
NULL,3722,NULL,17.4,,,,,,
NULL,2114,NULL,2.3,,,,,,
NULL,7195,NULL,4.6,,,,,,
NULL,5769,NULL,3.3,,,,,,
NULL,6902,NULL,3.3,,,,,,
NULL,3171,NULL,6.7,,,,,,
NULL,4447,NULL,5.8,,,,,,
NULL,6140,NULL,9.7,,,,,,
NULL,3325,NULL,11.1,,,,,,
NULL,3982,NULL,10.3,,,,,,
NULL,5206,NULL,5.2,,,,,,
NULL,7222,NULL,17.2,,,,,,
NULL,2186,NULL,13.1,,,,,,
NULL,7388,NULL,7.3,,,,,,
NULL,4636,NULL,2.6,,,,,,
NULL,4054,NULL,17.7,,,,,,
NULL,4810,NULL,10.1,,,,,,
NULL,3910,NULL,23.8,,,,,,
NULL,5246,NULL,2.1,,,,,,
NULL,4055,NULL,2.2,,,,,,
NULL,2282,NULL,33.2,,,,,,
NULL,6289,NULL,10.6,,,,,,
NULL,2930,NULL,38.3,,,,,,
NULL,4215,NULL,17.6,,,,,,
NULL,3266,NULL,16.4,,,,,,
NULL,2473,NULL,24.2,,,,,,
NULL,1788,NULL,35.7,,,,,,
NULL,4516,NULL,27.4,,,,,,
NULL,4809,NULL,38.7,,,,,,
NULL,3102,NULL,29,,,,,,
NULL,3737,NULL,26.7,,,,,,
NULL,3313,NULL,1.4,,,,,,
NULL,4703,NULL,15.1,,,,,,
NULL,2937,NULL,30,,,,,,
NULL,6561,NULL,18.7,,,,,,
NULL,3019,NULL,16.8,,,,,,
NULL,1886,NULL,44.8,,,,,,
NULL,1822,NULL,32,,,,,,
NULL,2150,NULL,100,,,,,,
NULL,2954,NULL,9.3,,,,,,
NULL,4454,NULL,12.3,,,,,,
NULL,2839,NULL,2.7,,,,,,
NULL,5442,NULL,5,,,,,,
NULL,5880,NULL,12.1,,,,,,
NULL,3555,NULL,7.7,,,,,,
NULL,4103,NULL,8,,,,,,
NULL,3388,NULL,4.6,,,,,,
NULL,4709,NULL,2.8,,,,,,
NULL,4212,NULL,2.7,,,,,,
NULL,3599,NULL,2.5,,,,,,
NULL,2755,NULL,4.3,,,,,,
NULL,5049,NULL,2.5,,,,,,
NULL,6547,NULL,2,,,,,,
NULL,5202,NULL,8.3,,,,,,
NULL,3505,NULL,2,,,,,,
NULL,3325,NULL,6.9,,,,,,
NULL,4119,NULL,11.7,,,,,,
NULL,3018,NULL,5.5,,,,,,
NULL,5941,NULL,5.9,,,,,,
NULL,4982,NULL,4.7,,,,,,
NULL,4033,NULL,8,,,,,,
NULL,5833,NULL,3,,,,,,
NULL,4239,NULL,5.1,,,,,,
NULL,5256,NULL,1.5,,,,,,
NULL,2692,NULL,4.4,,,,,,
NULL,5285,NULL,2.5,,,,,,
NULL,5007,NULL,4.6,,,,,,
NULL,4200,NULL,3.9,,,,,,
NULL,4978,NULL,2.2,,,,,,
NULL,2318,NULL,7,,,,,,
NULL,4732,NULL,2.7,,,,,,
NULL,4866,NULL,6.2,,,,,,
NULL,2417,NULL,3.6,,,,,,
NULL,7468,NULL,2.7,,,,,,
NULL,3814,NULL,4.2,,,,,,
NULL,5148,NULL,3.7,,,,,,
NULL,3635,NULL,9.1,,,,,,
NULL,3347,NULL,7,,,,,,
NULL,4577,NULL,7.8,,,,,,
NULL,5515,NULL,5,,,,,,
NULL,3412,NULL,4.1,,,,,,
NULL,6246,NULL,0.9,,,,,,
NULL,1854,NULL,12.4,,,,,,
NULL,4400,NULL,3.3,,,,,,
NULL,3241,NULL,5.5,,,,,,
NULL,3320,NULL,0.1,,,,,,
NULL,2260,NULL,9.1,,,,,,
NULL,5865,NULL,8.5,,,,,,
NULL,1858,NULL,11.7,,,,,,
NULL,4570,NULL,9.8,,,,,,
NULL,2814,NULL,6.8,,,,,,
NULL,5114,NULL,4.9,,,,,,
NULL,4259,NULL,5.1,,,,,,
NULL,8521,NULL,1.6,,,,,,
NULL,2955,NULL,0.7,,,,,,
NULL,2244,NULL,7.9,,,,,,
NULL,3730,NULL,4.1,,,,,,
NULL,3253,NULL,3.8,,,,,,
NULL,4955,NULL,34.6,,,,,,
NULL,2210,NULL,18.8,,,,,,
NULL,4425,NULL,2.9,,,,,,
NULL,2246,NULL,3.8,,,,,,
NULL,3644,NULL,1.2,,,,,,
NULL,3855,NULL,4.9,,,,,,
NULL,3769,NULL,8.4,,,,,,
NULL,3032,NULL,2.3,,,,,,
NULL,5527,NULL,2,,,,,,
NULL,5635,NULL,11.1,,,,,,
NULL,6781,NULL,2.8,,,,,,
NULL,4567,NULL,5,,,,,,
NULL,3659,NULL,2,,,,,,
NULL,1595,NULL,10,,,,,,
NULL,2317,NULL,2.1,,,,,,
NULL,6790,NULL,8.1,,,,,,
NULL,5316,NULL,5.1,,,,,,
NULL,8249,NULL,1,,,,,,
NULL,3319,NULL,2.2,,,,,,
NULL,4163,NULL,7.3,,,,,,
NULL,5815,NULL,7.7,,,,,,
NULL,2967,NULL,0.9,,,,,,
NULL,3433,NULL,2.6,,,,,,
NULL,6971,NULL,5.1,,,,,,
NULL,6048,NULL,4.8,,,,,,
NULL,4822,NULL,7.8,,,,,,
NULL,2815,NULL,1.2,,,,,,
NULL,4140,NULL,4.1,,,,,,
NULL,4758,NULL,4.5,,,,,,
NULL,4497,NULL,2.5,,,,,,
NULL,3482,NULL,5.3,,,,,,
NULL,2691,NULL,18.4,,,,,,
NULL,4592,NULL,5,,,,,,
NULL,3565,NULL,5.2,,,,,,
NULL,2954,NULL,1.5,,,,,,
NULL,2700,NULL,2.6,,,,,,
NULL,2741,NULL,3.1,,,,,,
NULL,3979,NULL,12.2,,,,,,
NULL,3523,NULL,9.5,,,,,,
NULL,6332,NULL,14.4,,,,,,
NULL,4342,NULL,4.1,,,,,,
NULL,4070,NULL,10.8,,,,,,
NULL,2415,NULL,1.9,,,,,,
NULL,5207,NULL,7.2,,,,,,
NULL,3834,NULL,2.6,,,,,,
NULL,3841,NULL,15.3,,,,,,
NULL,2342,NULL,4.9,,,,,,
NULL,4140,NULL,1.9,,,,,,
NULL,4099,NULL,38.8,,,,,,
NULL,2335,NULL,50.2,,,,,,
NULL,2343,NULL,38.1,,,,,,
NULL,1687,NULL,38.4,,,,,,
NULL,1477,NULL,33.4,,,,,,
NULL,1095,NULL,0,,,,,,
NULL,2124,NULL,38.4,,,,,,
NULL,2369,NULL,44.3,,,,,,
NULL,1735,NULL,44.9,,,,,,
NULL,2641,NULL,38.9,,,,,,
NULL,3550,NULL,27.2,,,,,,
NULL,1318,NULL,37.8,,,,,,
NULL,2863,NULL,49,,,,,,
NULL,1852,NULL,15.6,,,,,,
NULL,5998,NULL,18.3,,,,,,
NULL,6055,NULL,38.4,,,,,,
NULL,1828,NULL,21.7,,,,,,
NULL,3838,NULL,18.2,,,,,,
NULL,5240,NULL,26.5,,,,,,
NULL,3283,NULL,49.2,,,,,,
NULL,2938,NULL,21.2,,,,,,
NULL,3255,NULL,33.2,,,,,,
NULL,4478,NULL,25.5,,,,,,
NULL,2390,NULL,39.6,,,,,,
NULL,1622,NULL,34.5,,,,,,
NULL,2651,NULL,23.4,,,,,,
NULL,3508,NULL,40.4,,,,,,
NULL,5203,NULL,8.7,,,,,,
NULL,3413,NULL,14.1,,,,,,
NULL,1855,NULL,44.7,,,,,,
NULL,5123,NULL,47.4,,,,,,
NULL,2946,NULL,38.9,,,,,,
NULL,3701,NULL,31.1,,,,,,
NULL,4560,NULL,18.5,,,,,,
NULL,4548,NULL,28.6,,,,,,
NULL,2232,NULL,8.4,,,,,,
NULL,2502,NULL,17.8,,,,,,
NULL,4310,NULL,11,,,,,,
NULL,5659,NULL,23.4,,,,,,
NULL,3458,NULL,15.4,,,,,,
NULL,5007,NULL,22.2,,,,,,
NULL,4961,NULL,12.3,,,,,,
NULL,3143,NULL,10.4,,,,,,
NULL,3680,NULL,7,,,,,,
NULL,3415,NULL,7.2,,,,,,
NULL,3592,NULL,3.4,,,,,,
NULL,3363,NULL,28,,,,,,
NULL,3509,NULL,10.2,,,,,,
NULL,2421,NULL,8.2,,,,,,
NULL,3659,NULL,5.3,,,,,,
NULL,7398,NULL,4.1,,,,,,
NULL,3076,NULL,14.3,,,,,,
NULL,4291,NULL,6.1,,,,,,
NULL,4768,NULL,11.3,,,,,,
NULL,4364,NULL,4.6,,,,,,
NULL,5261,NULL,14.5,,,,,,
NULL,4298,NULL,19,,,,,,
NULL,3485,NULL,30.5,,,,,,
NULL,2881,NULL,5.9,,,,,,
NULL,2923,NULL,3.5,,,,,,
NULL,2555,NULL,7.8,,,,,,
NULL,5866,NULL,8.8,,,,,,
NULL,3416,NULL,1.5,,,,,,
NULL,5830,NULL,3.8,,,,,,
NULL,3739,NULL,2.3,,,,,,
NULL,4280,NULL,1.2,,,,,,
NULL,4578,NULL,8.3,,,,,,
NULL,3877,NULL,9.2,,,,,,
NULL,7718,NULL,2,,,,,,
NULL,4405,NULL,1.9,,,,,,
NULL,6404,NULL,2.7,,,,,,
NULL,6144,NULL,8.4,,,,,,
NULL,7291,NULL,3.7,,,,,,
NULL,3057,NULL,35,,,,,,
NULL,2704,NULL,13.4,,,,,,
NULL,2158,NULL,20.2,,,,,,
NULL,3311,NULL,20.4,,,,,,
NULL,3624,NULL,10.3,,,,,,
NULL,1727,NULL,2.5,,,,,,
NULL,3511,NULL,5.4,,,,,,
NULL,7429,NULL,4.7,,,,,,
NULL,2215,NULL,2.2,,,,,,
NULL,6308,NULL,1.4,,,,,,
NULL,6114,NULL,5.2,,,,,,
NULL,2565,NULL,11,,,,,,
NULL,3315,NULL,9.5,,,,,,
NULL,3741,NULL,5,,,,,,
NULL,2782,NULL,13.1,,,,,,
NULL,1420,NULL,7,,,,,,
NULL,1461,NULL,3.4,,,,,,
NULL,2979,NULL,10.6,,,,,,
NULL,3578,NULL,6.1,,,,,,
NULL,2262,NULL,3.5,,,,,,
NULL,3799,NULL,2.3,,,,,,
NULL,1485,NULL,4.3,,,,,,
NULL,2976,NULL,7.1,,,,,,
NULL,2767,NULL,8.6,,,,,,
NULL,2875,NULL,1.2,,,,,,
NULL,2716,NULL,2.9,,,,,,
NULL,2074,NULL,7.5,,,,,,
NULL,3676,NULL,10.2,,,,,,
NULL,2388,NULL,4.6,,,,,,
NULL,6970,NULL,2.9,,,,,,
NULL,4406,NULL,10.3,,,,,,
NULL,2929,NULL,18.9,,,,,,
NULL,1817,NULL,27.4,,,,,,
NULL,2644,NULL,5.1,,,,,,
NULL,1806,NULL,12.8,,,,,,
NULL,3740,NULL,4,,,,,,
NULL,4605,NULL,4.3,,,,,,
NULL,4279,NULL,4.4,,,,,,
NULL,2414,NULL,13.8,,,,,,
NULL,4826,NULL,9,,,,,,
NULL,2917,NULL,13.8,,,,,,
NULL,6345,NULL,22.6,,,,,,
NULL,4897,NULL,9.7,,,,,,
NULL,3607,NULL,6.2,,,,,,
NULL,5045,NULL,5.8,,,,,,
NULL,2842,NULL,11,,,,,,
NULL,5357,NULL,5.2,,,,,,
NULL,7765,NULL,5.7,,,,,,
NULL,3396,NULL,6.2,,,,,,
NULL,5996,NULL,4.1,,,,,,
NULL,4159,NULL,4.2,,,,,,
NULL,5816,NULL,5.8,,,,,,
NULL,4107,NULL,4.5,,,,,,
NULL,4818,NULL,6.6,,,,,,
NULL,3318,NULL,3.7,,,,,,
NULL,2943,NULL,4.7,,,,,,
NULL,2579,NULL,21.6,,,,,,
NULL,5190,NULL,13.2,,,,,,
NULL,6207,NULL,5.2,,,,,,
NULL,3339,NULL,4,,,,,,
NULL,5479,NULL,9,,,,,,
NULL,3227,NULL,14.3,,,,,,
NULL,1540,NULL,40.9,,,,,,
NULL,3740,NULL,27.9,,,,,,
NULL,4439,NULL,7.7,,,,,,
NULL,3544,NULL,12.6,,,,,,
NULL,1638,NULL,6.4,,,,,,
NULL,5829,NULL,5,,,,,,
