tractkids,pop2010,percent_of_kids,povertyrate,,,,,POP2010,"Population, tract total"
NULL,3540,NULL,21.6,,,,,,
NULL,3813,NULL,12.6,,,,,,
NULL,5033,NULL,17.5,,,,,,
NULL,4361,NULL,11.9,,,,,,
NULL,5301,NULL,21.7,,,,,,
NULL,3215,NULL,37.6,,,,,,
NULL,4547,NULL,16.9,,,,,,
NULL,4666,NULL,8.5,,,,,,
NULL,4881,NULL,11.9,,,,,,
NULL,5244,NULL,4.8,,,,,,
NULL,2831,NULL,12,,,,,,
NULL,2788,NULL,13.2,,,,,,
NULL,4442,NULL,10.1,,,,,,
NULL,3293,NULL,15.3,,,,,,
NULL,4116,NULL,21.5,,,,,,
NULL,2141,NULL,9.9,,,,,,
NULL,2914,NULL,1.8,,,,,,
NULL,4282,NULL,6.2,,,,,,
NULL,4773,NULL,19.5,,,,,,
NULL,3556,NULL,19.1,,,,,,
NULL,7058,NULL,11.2,,,,,,
NULL,3987,NULL,6,,,,,,
NULL,3874,NULL,25.6,,,,,,
NULL,3329,NULL,4.9,,,,,,
NULL,2535,NULL,5.3,,,,,,
NULL,5203,NULL,4.5,,,,,,
NULL,3988,NULL,11.4,,,,,,
NULL,3420,NULL,6.4,,,,,,
NULL,4220,NULL,15.2,,,,,,
NULL,3099,NULL,10,,,,,,
NULL,3016,NULL,24.2,,,,,,
NULL,2469,NULL,51.9,,,,,,
NULL,1371,NULL,44.5,,,,,,
NULL,2601,NULL,57.4,,,,,,
NULL,2379,NULL,35.6,,,,,,
NULL,4074,NULL,21.3,,,,,,
NULL,5187,NULL,10.9,,,,,,
NULL,5214,NULL,10.2,,,,,,
NULL,3110,NULL,15.2,,,,,,
NULL,5370,NULL,38.9,,,,,,
NULL,3651,NULL,14.6,,,,,,
NULL,2553,NULL,26.6,,,,,,
NULL,2063,NULL,50.3,,,,,,
NULL,3728,NULL,22.6,,,,,,
NULL,2721,NULL,15.9,,,,,,
NULL,1386,NULL,15.5,,,,,,
NULL,2696,NULL,55.6,,,,,,
NULL,3402,NULL,40.2,,,,,,
NULL,3753,NULL,65,,,,,,
NULL,3434,NULL,30.7,,,,,,
NULL,1828,NULL,33.9,,,,,,
NULL,1111,NULL,42.3,,,,,,
NULL,1719,NULL,15.6,,,,,,
NULL,4167,NULL,31.6,,,,,,
NULL,3647,NULL,38.1,,,,,,
NULL,3822,NULL,35,,,,,,
NULL,4680,NULL,20.7,,,,,,
NULL,2413,NULL,7,,,,,,
NULL,1838,NULL,20.9,,,,,,
NULL,3874,NULL,28.3,,,,,,
NULL,3084,NULL,26.2,,,,,,
NULL,2315,NULL,22.5,,,,,,
NULL,2667,NULL,14.8,,,,,,
NULL,5119,NULL,2.7,,,,,,
NULL,6638,NULL,1.8,,,,,,
NULL,3792,NULL,17.7,,,,,,
NULL,2964,NULL,27.9,,,,,,
NULL,1900,NULL,34.7,,,,,,
NULL,2581,NULL,4.4,,,,,,
NULL,4649,NULL,8.9,,,,,,
NULL,6221,NULL,7.4,,,,,,
NULL,7269,NULL,6.9,,,,,,
NULL,4788,NULL,2.2,,,,,,
NULL,7728,NULL,7.8,,,,,,
NULL,3807,NULL,4.4,,,,,,
NULL,4843,NULL,12.7,,,,,,
NULL,4838,NULL,2.8,,,,,,
NULL,6030,NULL,4.7,,,,,,
NULL,4895,NULL,5.2,,,,,,
NULL,9015,NULL,10.7,,,,,,
NULL,6959,NULL,6.6,,,,,,
NULL,1980,NULL,15.9,,,,,,
NULL,5302,NULL,3.2,,,,,,
NULL,6238,NULL,9.4,,,,,,
NULL,5272,NULL,4.3,,,,,,
NULL,2,NULL,100,,,,,,
NULL,2580,NULL,13,,,,,,
NULL,2989,NULL,6.5,,,,,,
NULL,2989,NULL,1.8,,,,,,
NULL,5638,NULL,8,,,,,,
NULL,7569,NULL,1.9,,,,,,
NULL,2592,NULL,14.4,,,,,,
NULL,6405,NULL,12,,,,,,
NULL,4519,NULL,9.3,,,,,,
NULL,4971,NULL,24,,,,,,
NULL,5506,NULL,8.9,,,,,,
NULL,3400,NULL,9.1,,,,,,
NULL,6070,NULL,21.7,,,,,,
NULL,3412,NULL,13.7,,,,,,
NULL,6291,NULL,26.3,,,,,,
NULL,2358,NULL,8.8,,,,,,
NULL,3298,NULL,10.3,,,,,,
NULL,2569,NULL,11.2,,,,,,
NULL,2945,NULL,40.4,,,,,,
NULL,1975,NULL,27.5,,,,,,
NULL,3108,NULL,22.1,,,,,,
NULL,2419,NULL,17.1,,,,,,
NULL,4113,NULL,11.2,,,,,,
NULL,3166,NULL,25.6,,,,,,
NULL,1247,NULL,19.3,,,,,,
NULL,1559,NULL,13.5,,,,,,
NULL,1079,NULL,32.6,,,,,,
NULL,2277,NULL,43,,,,,,
NULL,2206,NULL,44.4,,,,,,
NULL,2177,NULL,49.7,,,,,,
NULL,3321,NULL,36,,,,,,
NULL,2344,NULL,41.1,,,,,,
NULL,4221,NULL,27.2,,,,,,
NULL,5180,NULL,38.1,,,,,,
NULL,3152,NULL,14,,,,,,
NULL,3347,NULL,28.4,,,,,,
NULL,2065,NULL,42.7,,,,,,
NULL,2368,NULL,51.9,,,,,,
NULL,3525,NULL,41.3,,,,,,
NULL,2645,NULL,54.2,,,,,,
NULL,5325,NULL,15.7,,,,,,
NULL,2795,NULL,7.9,,,,,,
NULL,4340,NULL,19.1,,,,,,
NULL,4351,NULL,14.7,,,,,,
NULL,4216,NULL,21,,,,,,
NULL,5687,NULL,16.5,,,,,,
NULL,2779,NULL,11.2,,,,,,
NULL,3132,NULL,17.2,,,,,,
NULL,3358,NULL,9.3,,,,,,
NULL,2448,NULL,15.4,,,,,,
NULL,3111,NULL,26.7,,,,,,
NULL,2251,NULL,16.1,,,,,,
NULL,5368,NULL,13,,,,,,
NULL,2652,NULL,46.6,,,,,,
NULL,3223,NULL,52.5,,,,,,
NULL,4763,NULL,12,,,,,,
NULL,6752,NULL,4.9,,,,,,
NULL,5818,NULL,6,,,,,,
NULL,6601,NULL,3.8,,,,,,
NULL,6551,NULL,0.8,,,,,,
NULL,5154,NULL,5.4,,,,,,
NULL,5298,NULL,3.2,,,,,,
NULL,5554,NULL,2.7,,,,,,
NULL,3612,NULL,5.5,,,,,,
NULL,2301,NULL,7.6,,,,,,
NULL,3586,NULL,4.4,,,,,,
NULL,3583,NULL,7.9,,,,,,
NULL,1620,NULL,5.7,,,,,,
NULL,2744,NULL,35.8,,,,,,
NULL,5019,NULL,5.9,,,,,,
NULL,4701,NULL,9.3,,,,,,
NULL,4803,NULL,7.4,,,,,,
NULL,5227,NULL,8,,,,,,
NULL,3918,NULL,6.2,,,,,,
NULL,4394,NULL,6.6,,,,,,
NULL,5213,NULL,3.7,,,,,,
NULL,5210,NULL,8.1,,,,,,
NULL,5422,NULL,3.6,,,,,,
NULL,4148,NULL,2,,,,,,
NULL,4210,NULL,14.9,,,,,,
NULL,4484,NULL,11.3,,,,,,
NULL,4709,NULL,3,,,,,,
NULL,4054,NULL,4.9,,,,,,
NULL,4389,NULL,18.9,,,,,,
NULL,4581,NULL,26.2,,,,,,
NULL,2853,NULL,9.8,,,,,,
NULL,1940,NULL,31,,,,,,
NULL,3164,NULL,13.1,,,,,,
NULL,3093,NULL,2.6,,,,,,
NULL,3299,NULL,3.5,,,,,,
NULL,5644,NULL,26.5,,,,,,
NULL,2079,NULL,28.3,,,,,,
NULL,5081,NULL,24.1,,,,,,
NULL,3741,NULL,25.1,,,,,,
NULL,2602,NULL,10.7,,,,,,
NULL,6192,NULL,5.7,,,,,,
NULL,4090,NULL,5.2,,,,,,
NULL,3105,NULL,2.8,,,,,,
NULL,4846,NULL,3.8,,,,,,
NULL,4920,NULL,2.6,,,,,,
NULL,6290,NULL,10.2,,,,,,
NULL,6322,NULL,2.2,,,,,,
NULL,3354,NULL,4.5,,,,,,
NULL,3312,NULL,5.9,,,,,,
NULL,3858,NULL,5.5,,,,,,
NULL,664,NULL,43.8,,,,,,
NULL,81,NULL,70.6,,,,,,
NULL,4553,NULL,23.5,,,,,,
NULL,4483,NULL,13.5,,,,,,
NULL,3486,NULL,3.3,,,,,,
NULL,5941,NULL,16.7,,,,,,
NULL,5245,NULL,11.2,,,,,,
NULL,5245,NULL,21.2,,,,,,
NULL,3297,NULL,6.2,,,,,,
NULL,4071,NULL,18.5,,,,,,
NULL,4827,NULL,4,,,,,,
NULL,5033,NULL,5.6,,,,,,
NULL,8436,NULL,20.8,,,,,,
NULL,4170,NULL,16.7,,,,,,
NULL,3413,NULL,10,,,,,,
NULL,3115,NULL,17.4,,,,,,
NULL,3461,NULL,11.1,,,,,,
NULL,2756,NULL,16.3,,,,,,
NULL,3013,NULL,17.3,,,,,,
NULL,3536,NULL,6.5,,,,,,
NULL,5520,NULL,8.4,,,,,,
NULL,5799,NULL,7.4,,,,,,
NULL,6711,NULL,8.6,,,,,,
NULL,4811,NULL,6.3,,,,,,
NULL,11559,NULL,2.4,,,,,,
NULL,4982,NULL,2.1,,,,,,
NULL,5436,NULL,3,,,,,,
NULL,4598,NULL,8.5,,,,,,
NULL,2877,NULL,8.9,,,,,,
NULL,3379,NULL,11.5,,,,,,
NULL,4171,NULL,10.9,,,,,,
NULL,3023,NULL,14.1,,,,,,
NULL,2592,NULL,6.7,,,,,,
NULL,2427,NULL,8.1,,,,,,
NULL,3282,NULL,17.2,,,,,,
NULL,3392,NULL,3.6,,,,,,
NULL,2755,NULL,11,,,,,,
NULL,2512,NULL,42.2,,,,,,
NULL,2118,NULL,20.9,,,,,,
NULL,2903,NULL,15.7,,,,,,
NULL,2536,NULL,18.9,,,,,,
NULL,4604,NULL,29.7,,,,,,
NULL,5915,NULL,14.3,,,,,,
NULL,2743,NULL,8.7,,,,,,
NULL,3972,NULL,15.2,,,,,,
NULL,1670,NULL,6.5,,,,,,
NULL,3741,NULL,30.9,,,,,,
NULL,2560,NULL,20.4,,,,,,
NULL,4249,NULL,12.1,,,,,,
NULL,2805,NULL,5.9,,,,,,
NULL,2297,NULL,26.5,,,,,,
NULL,2809,NULL,10.8,,,,,,
NULL,2913,NULL,16.9,,,,,,
NULL,3986,NULL,7.7,,,,,,
NULL,1639,NULL,9.2,,,,,,
NULL,5447,NULL,15.2,,,,,,
NULL,3069,NULL,27.7,,,,,,
NULL,7066,NULL,9.7,,,,,,
NULL,6005,NULL,2.8,,,,,,
NULL,5354,NULL,8.6,,,,,,
NULL,3911,NULL,4.8,,,,,,
NULL,5557,NULL,3,,,,,,
NULL,5987,NULL,7,,,,,,
NULL,5837,NULL,5.6,,,,,,
NULL,4899,NULL,4.6,,,,,,
NULL,4010,NULL,11,,,,,,
NULL,4508,NULL,10.3,,,,,,
NULL,3450,NULL,17.6,,,,,,
NULL,5526,NULL,4.4,,,,,,
NULL,5454,NULL,31.4,,,,,,
NULL,6163,NULL,13.4,,,,,,
NULL,3465,NULL,6.3,,,,,,
NULL,4600,NULL,12.1,,,,,,
NULL,4736,NULL,24.4,,,,,,
NULL,3455,NULL,5.8,,,,,,
NULL,3382,NULL,8.7,,,,,,
NULL,3674,NULL,22.3,,,,,,
NULL,4819,NULL,30,,,,,,
NULL,3758,NULL,12.5,,,,,,
NULL,2731,NULL,10.9,,,,,,
NULL,9228,NULL,8.9,,,,,,
NULL,4523,NULL,12.1,,,,,,
NULL,3803,NULL,18.4,,,,,,
NULL,3531,NULL,18.8,,,,,,
NULL,4074,NULL,12.9,,,,,,
NULL,2919,NULL,10.2,,,,,,
NULL,5820,NULL,4.6,,,,,,
NULL,3990,NULL,4.1,,,,,,
NULL,2341,NULL,6.5,,,,,,
NULL,6745,NULL,4.9,,,,,,
NULL,5051,NULL,28.3,,,,,,
NULL,5934,NULL,8,,,,,,
NULL,4030,NULL,21.8,,,,,,
NULL,7101,NULL,10,,,,,,
NULL,6116,NULL,8,,,,,,
NULL,4873,NULL,13.4,,,,,,
NULL,3227,NULL,11.4,,,,,,
NULL,4428,NULL,7.3,,,,,,
NULL,4608,NULL,9.1,,,,,,
NULL,4302,NULL,8.3,,,,,,
NULL,7211,NULL,7.3,,,,,,
NULL,6167,NULL,13,,,,,,
NULL,3170,NULL,12.3,,,,,,
NULL,4409,NULL,16.5,,,,,,
NULL,3648,NULL,9.3,,,,,,
NULL,4280,NULL,15.3,,,,,,
NULL,1606,NULL,43.3,,,,,,
NULL,1967,NULL,49,,,,,,
NULL,4274,NULL,23.8,,,,,,
NULL,1673,NULL,44.9,,,,,,
NULL,2910,NULL,62.2,,,,,,
NULL,4296,NULL,26.1,,,,,,
NULL,6863,NULL,78.9,,,,,,
NULL,2786,NULL,52.6,,,,,,
NULL,5492,NULL,15.9,,,,,,
NULL,4521,NULL,53,,,,,,
NULL,3142,NULL,18.7,,,,,,
NULL,2530,NULL,46.1,,,,,,
NULL,3187,NULL,24.8,,,,,,
NULL,2012,NULL,26.3,,,,,,
NULL,2759,NULL,14.1,,,,,,
NULL,2416,NULL,28.1,,,,,,
NULL,1351,NULL,44.8,,,,,,
NULL,5258,NULL,21.2,,,,,,
NULL,2798,NULL,28.1,,,,,,
NULL,6196,NULL,9.9,,,,,,
NULL,3729,NULL,4.6,,,,,,
NULL,4034,NULL,9.2,,,,,,
NULL,5440,NULL,15,,,,,,
NULL,8662,NULL,6.6,,,,,,
NULL,5404,NULL,6.4,,,,,,
NULL,7206,NULL,6,,,,,,
NULL,2838,NULL,13.5,,,,,,
NULL,4963,NULL,11.7,,,,,,
NULL,2443,NULL,35.2,,,,,,
NULL,4915,NULL,8.6,,,,,,
NULL,6403,NULL,4.5,,,,,,
NULL,7164,NULL,17,,,,,,
NULL,5387,NULL,7.2,,,,,,
NULL,7258,NULL,5.8,,,,,,
NULL,5495,NULL,20.8,,,,,,
NULL,3202,NULL,16.3,,,,,,
NULL,7457,NULL,15.8,,,,,,
NULL,3972,NULL,1.9,,,,,,
NULL,6029,NULL,12.1,,,,,,
NULL,4784,NULL,12.4,,,,,,
NULL,6014,NULL,28,,,,,,
NULL,4931,NULL,18.2,,,,,,
NULL,9691,NULL,2.5,,,,,,
NULL,6925,NULL,9.1,,,,,,
NULL,3317,NULL,8.6,,,,,,
NULL,8909,NULL,2.5,,,,,,
NULL,7587,NULL,6.1,,,,,,
NULL,4288,NULL,1.4,,,,,,
NULL,4835,NULL,7.1,,,,,,
NULL,5212,NULL,4.2,,,,,,
NULL,7601,NULL,9,,,,,,
NULL,9431,NULL,7.2,,,,,,
NULL,5048,NULL,27.3,,,,,,
NULL,6110,NULL,6.4,,,,,,
NULL,4843,NULL,10.5,,,,,,
NULL,4835,NULL,7.8,,,,,,
NULL,3361,NULL,28.8,,,,,,
NULL,5239,NULL,19.7,,,,,,
NULL,4027,NULL,11.1,,,,,,
NULL,6267,NULL,7.9,,,,,,
NULL,6676,NULL,29.7,,,,,,
NULL,3848,NULL,5.9,,,,,,
NULL,7035,NULL,14.2,,,,,,
NULL,4058,NULL,12.9,,,,,,
NULL,5201,NULL,27.4,,,,,,
NULL,8363,NULL,21.8,,,,,,
NULL,2404,NULL,37.8,,,,,,
NULL,4186,NULL,17.8,,,,,,
NULL,4736,NULL,27.6,,,,,,
NULL,2382,NULL,29.1,,,,,,
NULL,4755,NULL,19.6,,,,,,
NULL,3837,NULL,7.2,,,,,,
NULL,2814,NULL,25.1,,,,,,
NULL,3448,NULL,9,,,,,,
NULL,2569,NULL,18.3,,,,,,
NULL,4708,NULL,36.8,,,,,,
NULL,3571,NULL,16,,,,,,
NULL,1897,NULL,22.2,,,,,,
NULL,2908,NULL,4.8,,,,,,
NULL,3286,NULL,15.4,,,,,,
NULL,2637,NULL,33.5,,,,,,
NULL,3150,NULL,14.3,,,,,,
NULL,2297,NULL,6.4,,,,,,
NULL,2357,NULL,24.4,,,,,,
NULL,3530,NULL,37.6,,,,,,
NULL,4314,NULL,14.3,,,,,,
NULL,5612,NULL,6.2,,,,,,
NULL,1582,NULL,31.9,,,,,,
NULL,6882,NULL,1.1,,,,,,
NULL,3949,NULL,3,,,,,,
NULL,5519,NULL,2.1,,,,,,
NULL,4270,NULL,14.4,,,,,,
NULL,4440,NULL,5.7,,,,,,
NULL,5815,NULL,3.5,,,,,,
NULL,3918,NULL,1.9,,,,,,
NULL,4206,NULL,3.2,,,,,,
NULL,2009,NULL,4.5,,,,,,
NULL,2262,NULL,17.8,,,,,,
NULL,3905,NULL,10.5,,,,,,
NULL,4865,NULL,7,,,,,,
NULL,6015,NULL,4.3,,,,,,
NULL,2675,NULL,13.9,,,,,,
NULL,5637,NULL,5.4,,,,,,
NULL,3220,NULL,16.8,,,,,,
NULL,5950,NULL,18.3,,,,,,
NULL,3797,NULL,10.7,,,,,,
NULL,3075,NULL,15.7,,,,,,
NULL,8291,NULL,5.2,,,,,,
NULL,5507,NULL,11.7,,,,,,
NULL,4173,NULL,7.1,,,,,,
NULL,3372,NULL,13,,,,,,
NULL,4691,NULL,14.9,,,,,,
NULL,4064,NULL,33.3,,,,,,
NULL,3925,NULL,43.1,,,,,,
NULL,4050,NULL,25.2,,,,,,
NULL,4863,NULL,7.5,,,,,,
NULL,3011,NULL,21.8,,,,,,
NULL,3699,NULL,32,,,,,,
NULL,6967,NULL,31.6,,,,,,
NULL,2827,NULL,28.1,,,,,,
NULL,4370,NULL,9.8,,,,,,
NULL,4190,NULL,15.8,,,,,,
NULL,3260,NULL,11.2,,,,,,
NULL,5403,NULL,18.2,,,,,,
NULL,3323,NULL,12.8,,,,,,
NULL,5733,NULL,9.8,,,,,,
NULL,3717,NULL,17.4,,,,,,
NULL,5075,NULL,8.6,,,,,,
NULL,3024,NULL,19.6,,,,,,
NULL,2217,NULL,24.8,,,,,,
NULL,4201,NULL,9.3,,,,,,
NULL,3462,NULL,16.1,,,,,,
NULL,10372,NULL,11.7,,,,,,
NULL,4363,NULL,8.9,,,,,,
NULL,6005,NULL,5.6,,,,,,
NULL,3917,NULL,7.7,,,,,,
NULL,9180,NULL,5.4,,,,,,
NULL,5114,NULL,1.6,,,,,,
NULL,6880,NULL,4,,,,,,
NULL,8688,NULL,4.8,,,,,,
NULL,10869,NULL,3.6,,,,,,
NULL,8929,NULL,6.9,,,,,,
NULL,4763,NULL,6.6,,,,,,
NULL,5388,NULL,2.9,,,,,,
NULL,4834,NULL,5.1,,,,,,
NULL,4219,NULL,13.9,,,,,,
NULL,3425,NULL,17.9,,,,,,
NULL,12353,NULL,1.8,,,,,,
NULL,8002,NULL,1.2,,,,,,
NULL,12465,NULL,2.1,,,,,,
NULL,5461,NULL,6.1,,,,,,
NULL,18793,NULL,1.9,,,,,,
NULL,8717,NULL,3.6,,,,,,
NULL,6305,NULL,4.6,,,,,,
NULL,4098,NULL,7.4,,,,,,
NULL,6036,NULL,6.2,,,,,,
NULL,9866,NULL,2.5,,,,,,
NULL,4546,NULL,0.9,,,,,,
NULL,2839,NULL,6.6,,,,,,
NULL,6334,NULL,3.5,,,,,,
NULL,5383,NULL,1.5,,,,,,
NULL,10763,NULL,3,,,,,,
NULL,11090,NULL,0.5,,,,,,
NULL,4495,NULL,0.7,,,,,,
NULL,2925,NULL,4.2,,,,,,
NULL,4242,NULL,6.3,,,,,,
NULL,3989,NULL,16.6,,,,,,
NULL,4789,NULL,7.5,,,,,,
NULL,3851,NULL,1.5,,,,,,
NULL,8181,NULL,6.8,,,,,,
NULL,11005,NULL,2.7,,,,,,
NULL,10960,NULL,8.5,,,,,,
NULL,6866,NULL,17.9,,,,,,
NULL,2867,NULL,11.4,,,,,,
NULL,5023,NULL,11.7,,,,,,
NULL,9022,NULL,2.2,,,,,,
NULL,8430,NULL,2.3,,,,,,
NULL,5898,NULL,9.5,,,,,,
NULL,7897,NULL,13.8,,,,,,
NULL,7489,NULL,11.8,,,,,,
NULL,5885,NULL,4.2,,,,,,
NULL,16246,NULL,2.6,,,,,,
NULL,3651,NULL,2.3,,,,,,
NULL,7950,NULL,2.3,,,,,,
NULL,3763,NULL,9.3,,,,,,
NULL,8573,NULL,3,,,,,,
NULL,6245,NULL,4.7,,,,,,
NULL,4920,NULL,5.9,,,,,,
NULL,6259,NULL,3.7,,,,,,
NULL,5908,NULL,9.8,,,,,,
NULL,8998,NULL,3.6,,,,,,
NULL,13568,NULL,4.2,,,,,,
NULL,9884,NULL,1.5,,,,,,
NULL,11191,NULL,8.4,,,,,,
NULL,4269,NULL,17.4,,,,,,
NULL,3424,NULL,4.8,,,,,,
NULL,10399,NULL,2.8,,,,,,
NULL,3239,NULL,4.3,,,,,,
NULL,4149,NULL,9.6,,,,,,
NULL,3487,NULL,13.7,,,,,,
NULL,5772,NULL,7.2,,,,,,
NULL,3553,NULL,9.8,,,,,,
NULL,5541,NULL,12.3,,,,,,
NULL,4215,NULL,9.4,,,,,,
NULL,4589,NULL,11.6,,,,,,
NULL,4501,NULL,16.8,,,,,,
NULL,3352,NULL,24.7,,,,,,
NULL,2913,NULL,23,,,,,,
NULL,1889,NULL,29.5,,,,,,
NULL,4359,NULL,3.8,,,,,,
NULL,2577,NULL,35.7,,,,,,
NULL,2140,NULL,22.6,,,,,,
NULL,4178,NULL,11.6,,,,,,
NULL,3565,NULL,29.6,,,,,,
NULL,2879,NULL,21,,,,,,
NULL,3491,NULL,36.2,,,,,,
NULL,3683,NULL,31.2,,,,,,
NULL,3003,NULL,13.7,,,,,,
NULL,5598,NULL,13.1,,,,,,
NULL,5517,NULL,8,,,,,,
NULL,4028,NULL,28.3,,,,,,
NULL,1758,NULL,9.8,,,,,,
NULL,5203,NULL,22.6,,,,,,
NULL,3671,NULL,40.9,,,,,,
NULL,2516,NULL,8.7,,,,,,
NULL,4437,NULL,20.2,,,,,,
NULL,3782,NULL,11.1,,,,,,
NULL,6491,NULL,6.1,,,,,,
NULL,5872,NULL,13.4,,,,,,
NULL,3830,NULL,7.8,,,,,,
NULL,5075,NULL,3,,,,,,
NULL,4557,NULL,8.1,,,,,,
NULL,4625,NULL,6.3,,,,,,
NULL,3863,NULL,13.8,,,,,,
NULL,4871,NULL,10,,,,,,
NULL,3726,NULL,19.7,,,,,,
NULL,3230,NULL,15.1,,,,,,
NULL,4662,NULL,7.2,,,,,,
NULL,7782,NULL,12.2,,,,,,
NULL,3724,NULL,18,,,,,,
NULL,3765,NULL,11.2,,,,,,
NULL,2313,NULL,31.8,,,,,,
NULL,4539,NULL,28.3,,,,,,
NULL,3078,NULL,8.7,,,,,,
NULL,4207,NULL,15.7,,,,,,
NULL,3419,NULL,10,,,,,,
NULL,1490,NULL,13.6,,,,,,
NULL,3223,NULL,13.2,,,,,,
NULL,6421,NULL,4.2,,,,,,
NULL,5884,NULL,5.1,,,,,,
NULL,3703,NULL,15.3,,,,,,
NULL,3944,NULL,10,,,,,,
NULL,3347,NULL,11.8,,,,,,
NULL,3395,NULL,26.3,,,,,,
NULL,2860,NULL,11.7,,,,,,
NULL,2297,NULL,13.2,,,,,,
NULL,4195,NULL,17.1,,,,,,
NULL,2676,NULL,13.8,,,,,,
NULL,2483,NULL,21.5,,,,,,
NULL,3884,NULL,14.4,,,,,,
NULL,5757,NULL,27.6,,,,,,
NULL,5612,NULL,16.7,,,,,,
NULL,2055,NULL,19.4,,,,,,
NULL,3921,NULL,14.9,,,,,,
NULL,4682,NULL,21.9,,,,,,
NULL,6778,NULL,13.2,,,,,,
NULL,2657,NULL,26,,,,,,
NULL,13386,NULL,8.8,,,,,,
NULL,4645,NULL,12.2,,,,,,
NULL,9559,NULL,5.9,,,,,,
NULL,3684,NULL,17,,,,,,
NULL,6006,NULL,6.7,,,,,,
NULL,5386,NULL,15.1,,,,,,
NULL,4760,NULL,3,,,,,,
NULL,7991,NULL,5.5,,,,,,
NULL,6603,NULL,4.9,,,,,,
NULL,8703,NULL,6.9,,,,,,
NULL,5239,NULL,11.6,,,,,,
NULL,5645,NULL,5.1,,,,,,
NULL,10344,NULL,3.2,,,,,,
NULL,5647,NULL,3.3,,,,,,
NULL,6988,NULL,15.7,,,,,,
NULL,7041,NULL,9.4,,,,,,
NULL,4980,NULL,7.6,,,,,,
NULL,4081,NULL,19.2,,,,,,
NULL,3316,NULL,15.6,,,,,,
NULL,4399,NULL,10,,,,,,
NULL,3935,NULL,17.6,,,,,,
NULL,7316,NULL,9.1,,,,,,
NULL,3040,NULL,27.8,,,,,,
NULL,4124,NULL,44.8,,,,,,
NULL,2289,NULL,36,,,,,,
NULL,3126,NULL,19.7,,,,,,
NULL,3086,NULL,18.5,,,,,,
NULL,4753,NULL,10.8,,,,,,
NULL,3453,NULL,10.4,,,,,,
NULL,2749,NULL,7.8,,,,,,
NULL,4530,NULL,12.6,,,,,,
NULL,5978,NULL,7.4,,,,,,
NULL,5259,NULL,40.8,,,,,,
NULL,3228,NULL,6.2,,,,,,
NULL,3140,NULL,13.6,,,,,,
NULL,2569,NULL,6.5,,,,,,
NULL,1562,NULL,7.6,,,,,,
NULL,4432,NULL,5.8,,,,,,
NULL,5529,NULL,11.9,,,,,,
NULL,2932,NULL,17.6,,,,,,
NULL,4660,NULL,20,,,,,,
NULL,7564,NULL,7.5,,,,,,
NULL,4815,NULL,13.2,,,,,,
NULL,5015,NULL,2.9,,,,,,
NULL,2969,NULL,11.9,,,,,,
NULL,2729,NULL,7.3,,,,,,
NULL,3432,NULL,21.2,,,,,,
NULL,6324,NULL,11.8,,,,,,
NULL,5086,NULL,10.7,,,,,,
NULL,7441,NULL,5.6,,,,,,
NULL,4393,NULL,4.3,,,,,,
NULL,5059,NULL,4.5,,,,,,
NULL,3429,NULL,7.5,,,,,,
NULL,2405,NULL,6.1,,,,,,
NULL,2991,NULL,6.3,,,,,,
NULL,4312,NULL,18.2,,,,,,
NULL,5696,NULL,30.1,,,,,,
NULL,2462,NULL,37.1,,,,,,
NULL,1546,NULL,57.7,,,,,,
NULL,3472,NULL,30,,,,,,
NULL,3149,NULL,28,,,,,,
NULL,3274,NULL,36.9,,,,,,
NULL,957,NULL,54.9,,,,,,
NULL,1386,NULL,16.8,,,,,,
NULL,977,NULL,53.7,,,,,,
NULL,1687,NULL,27.1,,,,,,
NULL,4597,NULL,31.1,,,,,,
NULL,4402,NULL,27.5,,,,,,
NULL,1869,NULL,41.2,,,,,,
NULL,1271,NULL,58.7,,,,,,
NULL,2693,NULL,39.7,,,,,,
NULL,2321,NULL,15.8,,,,,,
NULL,826,NULL,37.3,,,,,,
NULL,1484,NULL,18.6,,,,,,
NULL,2069,NULL,55.1,,,,,,
NULL,1049,NULL,47.4,,,,,,
NULL,940,NULL,40.8,,,,,,
NULL,1459,NULL,71.1,,,,,,
NULL,3038,NULL,33,,,,,,
NULL,4804,NULL,31.5,,,,,,
NULL,5155,NULL,25.9,,,,,,
NULL,2707,NULL,29.3,,,,,,
NULL,3515,NULL,30.4,,,,,,
NULL,2326,NULL,50.2,,,,,,
NULL,4750,NULL,11.1,,,,,,
NULL,2513,NULL,24.8,,,,,,
NULL,6601,NULL,28.2,,,,,,
NULL,5554,NULL,32.7,,,,,,
NULL,3984,NULL,23,,,,,,
NULL,2255,NULL,75.4,,,,,,
NULL,5183,NULL,32.2,,,,,,
NULL,4455,NULL,30.5,,,,,,
NULL,4375,NULL,16.8,,,,,,
NULL,5183,NULL,28.8,,,,,,
NULL,3016,NULL,20.6,,,,,,
NULL,3630,NULL,9.7,,,,,,
NULL,5175,NULL,27.2,,,,,,
NULL,2285,NULL,5.6,,,,,,
NULL,2996,NULL,17.3,,,,,,
NULL,4913,NULL,25.3,,,,,,
NULL,3696,NULL,29,,,,,,
NULL,5184,NULL,19.1,,,,,,
NULL,5082,NULL,19.4,,,,,,
NULL,1456,NULL,73.8,,,,,,
NULL,1436,NULL,31.1,,,,,,
NULL,2577,NULL,48.6,,,,,,
NULL,3505,NULL,31.8,,,,,,
NULL,4201,NULL,31,,,,,,
